File,Zero_Crossing_Rate,RMS_Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Spectral_Flatness,MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Species
Greater_Prairie_Chicken_2_segment.wav,0.14450519322795824,0.004243357,2050.4856477570665,1616.680004406453,3429.5248151102087,0.004103305,-511.86972,59.791046,86.47391,22.807438,-86.52705,26.698986,-5.682701,18.202688,-42.45735,11.698879,-27.639126,11.147831,-42.020023,17.569637,-26.219969,13.082806,-32.93168,11.217982,-24.45538,10.325323,-21.544483,10.756575,-7.1724143,11.8915205,-4.073862,11.271194,25.7332411624771,21.424773743975777,16.48680664830032,16.339014618361418,19.651085981428416,22.28457846797675,53.60612263257224,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_30_segment.wav,0.1926322605298913,0.040814787,2591.9276209422414,1928.7411154421159,4561.2356434697695,0.019892244,-323.22427,118.26417,43.102264,18.84789,-75.27109,38.1088,-29.154276,19.31066,-52.343613,25.302279,-18.662506,13.145165,-31.078348,18.99928,-5.0968866,8.342465,-15.967482,13.01805,-1.0323608,9.352798,-6.3344927,12.656847,3.597674,7.1003366,0.23191501,8.060962,24.704424944815884,17.29341727626732,15.145789869491967,15.123937415852799,19.39956612341047,16.857280098458475,57.25117203943733,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_3_segment.wav,0.0928606710411833,0.030512612,2129.3446017362153,2032.8077864142097,4169.697446889501,0.010912943,-373.71585,67.03228,61.888527,26.379625,-19.355637,28.181004,-22.22677,22.21803,-29.729576,20.86461,-20.756388,13.337987,-20.668137,12.17033,-15.293655,10.234485,-9.766292,9.6563225,-11.696185,11.023856,-10.636518,11.477426,-3.046458,9.715442,-1.921613,9.819021,25.27216439556763,30.325739812565853,18.50027983509967,17.907044195657434,17.82413902584381,16.47949846178207,54.61444025196669,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_4_segment.wav,0.13131027044663574,0.0060795713,2264.664203852981,1940.1862910769566,4156.5576964907195,0.012442677,-485.73016,62.62256,60.64762,26.590296,-71.40603,25.01849,-31.517712,22.343756,-59.772964,14.101709,-14.115425,13.191864,-41.383213,14.296372,-21.737703,11.955583,-20.46015,12.146264,-12.2199335,10.145344,-9.970774,9.9298115,3.1618335,12.042325,-3.9213538,10.702449,26.229545076829815,28.839721097581158,19.035604746887667,18.32575480404186,19.978781438135496,17.53119551883805,55.57462280786483,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_5_segment.wav,0.20409136637180975,0.005208035,2976.918720302064,2141.525946196572,5145.885975565545,0.019525727,-442.6464,39.055393,45.412273,21.03374,-42.70296,22.663353,5.9806185,22.064064,-60.515717,15.145036,-27.342323,13.110075,-38.967983,12.520401,-23.171354,9.974995,-23.794464,9.762254,-10.521065,9.6445265,-13.809781,11.225898,-0.44877902,8.937131,-11.845324,10.028671,25.258129936030347,21.42608578695723,14.584098604038296,16.034351803503306,18.434896267618168,19.31268004959556,56.29279873541432,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_6_segment.wav,0.13972207620359628,0.0067195226,2267.797912963475,1597.5452968504062,3651.4017410455335,0.0027972031,-495.08865,67.42233,63.41337,33.6737,-85.13729,33.708717,2.721396,32.084953,-35.06527,25.76357,-3.4459147,20.314331,-34.41287,17.960825,-33.792637,18.269522,-30.520058,16.412148,-36.656574,13.005924,-36.03066,12.537278,-8.950565,16.319271,-1.3459368,13.430537,25.04060453732182,29.074567973704532,21.01098718201708,18.621297881191058,21.341396165339702,20.69403422349226,56.0731482639468,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_7_segment.wav,0.12838171584976799,0.002509547,2528.4570447010087,1981.2638923737395,4638.8564815654,0.011672236,-552.4766,52.627106,43.596405,26.653938,-72.1058,30.534286,7.9701877,25.31791,-41.41124,22.280844,-3.0028515,13.3523445,-38.24377,15.619857,-28.498808,13.337853,-31.193998,12.745431,-25.809984,14.890069,-24.832329,13.466797,-7.8204684,13.019045,-6.9684906,11.4544525,25.48897224920739,27.27545139852146,18.402006167128054,16.501523013604764,17.860784721353077,18.234157879844464,56.04452453579605,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_9_segment.wav,0.07795619743329467,0.0025556854,1919.5816923433401,2007.674737505549,3677.9060664696926,0.0073887478,-585.6393,50.80334,73.450386,24.186203,-48.131298,30.915068,-12.532069,23.66647,-31.46975,16.544079,-24.756838,14.504232,-46.64897,13.013742,-21.567242,12.632627,-33.89155,10.226574,-28.919203,12.144495,-36.44797,12.934608,-10.3614,14.087727,-3.6875305,14.860217,25.619624510184476,27.050952835901267,19.257635044950867,17.162765440612855,18.69964774863507,15.606506497011175,52.11430034871855,Greater Prairie Chicken_filtered
Magpie_Goose_10_segment.wav,0.2231467970562645,0.022201495,2724.233708084336,1745.7947889156117,4474.13497181337,0.0041982504,-332.713,31.199749,44.831085,21.0356,-115.20717,15.678267,-18.384415,19.173735,-87.22958,11.241847,-2.734474,12.318263,-33.712234,9.112214,-32.041836,13.071525,-24.255629,9.408732,-7.204841,13.694366,-10.10608,13.06421,8.559197,9.885734,-0.9720689,10.88335,25.97520795047443,24.686161224055912,18.01325426239544,18.118648618060732,19.66932793274183,25.400803296163705,62.582346865620636,Magpie Goose_filtered
Magpie_Goose_11_segment.wav,0.20780275703306264,0.02010191,2572.2152412472274,1528.6208352152955,3893.6377859447507,0.0038011854,-430.6815,57.086502,51.60705,31.714804,-101.88972,31.793129,-26.905201,22.756285,-53.890743,10.534623,-6.473823,7.3381443,4.009646,7.8555236,-28.706545,7.8615117,-2.4410527,6.979305,-11.82145,4.979745,-16.307936,8.854365,36.857716,11.999473,-5.843401,6.4618087,26.185270046506062,20.36095571983405,22.461133763003083,22.15402843033153,22.200260970141183,31.03506261912696,56.109947767533015,Magpie Goose_filtered
Magpie_Goose_12_segment.wav,0.1753178926189095,0.006436977,2543.0672983095146,1882.7176835483724,4511.805587025087,0.015337698,-415.35846,34.138527,46.268394,21.749628,-109.43879,14.247182,-34.18034,11.285551,-71.808624,8.568367,-20.147089,7.0878267,-42.02899,7.227609,-15.486107,7.278339,-26.842594,8.024178,4.401797,7.685467,-6.683136,6.5980864,8.636968,7.1654496,3.12137,7.601723,26.054833015945874,21.159420543699838,16.28234554254784,14.402230921126788,16.780685605176444,17.875399996899837,58.863528505337186,Magpie Goose_filtered
Magpie_Goose_13_segment.wav,0.12670162050464037,0.0060709105,2081.801919962238,1735.692095065987,3799.5361894576567,0.005777975,-442.54587,29.211214,77.42911,13.292086,-97.773766,12.930234,-35.77072,12.436488,-67.13394,8.514294,-24.651505,7.3502913,-45.90084,9.272524,-16.329227,7.8386703,-21.0689,7.311019,-0.36653408,8.216267,-3.7824945,5.822394,-4.961484,5.681781,6.7792797,6.929926,25.71964070509255,21.362682039216548,15.204316049903865,13.727294098840584,18.47438737397846,18.472770553698645,59.54157581522965,Magpie Goose_filtered
Magpie_Goose_14_segment.wav,0.301798597012761,0.027441291,3722.261575709755,2118.3269913149693,6497.306806028857,0.011056634,-271.55096,21.637419,-10.403989,13.941954,-122.44888,16.161144,-9.857448,11.71368,-88.32387,9.39735,-10.040927,7.700866,-61.31735,8.889368,-18.17489,8.034034,-48.99412,7.6358542,24.537771,7.619532,-28.56988,8.465443,21.090311,7.9872,-1.6308769,8.32585,25.487442025939856,20.399455896707885,19.837751553056336,18.099766207861688,18.853105791360278,23.180830611438207,66.75443889846883,Magpie Goose_filtered
Magpie_Goose_15_segment.wav,0.27342050645301624,0.0133611495,3382.276434784416,1960.120194301725,5683.891307007686,0.02313426,-324.3648,21.262062,-6.295529,12.059179,-120.33737,12.767397,-12.310636,13.347546,-88.15094,8.993919,-22.679499,7.8389,-59.772324,7.763716,-14.182597,6.6970215,-32.44275,7.2775517,-4.617392,7.7988367,-8.037785,6.846897,5.9572124,7.4930353,4.0557284,7.0656233,26.357163305811493,22.22127138022324,17.228959223818816,16.860721374117453,16.25573315095963,17.5914252599727,62.54356832633723,Magpie Goose_filtered
Magpie_Goose_16_segment.wav,0.28448847595404986,0.0019760358,3677.979005744662,2418.1891249081054,6449.630366530374,0.08146946,-536.20325,69.31004,22.478077,27.564726,-42.58728,27.389309,-3.7109554,18.435163,-56.838245,16.996304,-2.7651525,9.618209,-34.974365,10.855868,-6.403559,8.895165,-25.77517,9.289334,-8.237044,9.3737,-10.07573,11.026764,4.7516837,7.2758703,-12.290842,8.934007,25.030480475215978,12.34616115746981,14.473776071181758,14.683102516541084,16.952161783011082,15.461551676346414,56.09630267252742,Magpie Goose_filtered
Magpie_Goose_17_segment.wav,0.1666064676084475,0.0017587953,2589.9365435052805,2020.2253216337363,4632.785075984589,0.021825744,-511.8832,23.552038,36.090626,10.867017,-108.67378,10.956086,-44.540417,7.8302565,-56.64633,10.335019,-21.46117,9.224726,-45.79858,7.0912538,-18.962755,6.4955406,-26.0618,7.5231075,-2.8535864,7.3791533,-6.1211762,5.422152,7.6681304,6.1955833,-2.5979962,4.84026,26.245085505738174,17.16799525405822,17.27908180770245,15.705160327527308,18.297943282694764,17.191162545271116,53.63306009979274,Magpie Goose_filtered
Magpie_Goose_18_segment.wav,0.29116063660092806,0.0072737867,3458.663999737319,1884.621636144667,5401.111887779148,0.032830026,-472.37003,65.52622,9.349392,20.682775,-88.373085,21.716825,0.7645986,17.662445,-68.02647,20.977674,-12.056108,14.852015,-36.449574,15.265646,-3.4734395,13.771914,-19.74331,10.379337,-5.5443354,10.272594,7.739022,10.312677,5.0932255,10.548488,5.8347807,6.0145936,25.873626597091054,17.530758033044165,14.754494930104036,14.756127860507018,17.82224605814365,18.69552716343461,57.370103380370935,Magpie Goose_filtered
Magpie_Goose_19_segment.wav,0.40867214689675174,0.0133695295,4767.616747944038,2914.365151019645,8062.610797926334,0.13232423,-281.16318,17.709442,-34.658726,6.4287896,-67.145226,12.881099,-67.442406,7.019207,-70.63574,5.6137233,-36.781624,4.840287,-43.387844,5.639813,-11.136524,5.573559,-26.539003,6.003879,3.186481,4.9994707,-11.319335,4.74166,11.23944,4.2365727,-3.8684433,4.1862693,26.03711261387782,24.31113217637142,14.80372416489382,14.26895904935624,14.236690613294169,14.66805937396384,54.536095560659085,Magpie Goose_filtered
Magpie_Goose_1_segment.wav,0.2834757867260514,0.003408212,3398.0459923581298,2460.107546728059,6457.369909553884,0.027973358,-510.64615,58.572067,26.538506,17.146326,-66.710945,26.024797,-18.37397,8.230767,-71.93751,10.91543,-34.28113,8.539975,-47.58224,9.742312,-5.6471705,8.414856,-30.876492,9.020555,7.1035795,7.4493623,-14.877267,6.658839,17.203217,8.105745,-8.331963,8.222974,26.487446034654013,20.613698505844567,15.347178216348313,18.131784740314,17.066131912875548,18.86533215894462,64.26081816644957,Magpie Goose_filtered
Magpie_Goose_20_segment.wav,0.24321391023781902,0.022950947,3155.7886812450274,1871.707762902706,5210.760370595272,0.017236948,-271.15466,27.298882,9.38362,17.345795,-125.107895,15.285031,-3.0849495,11.473215,-81.93416,10.297291,-21.27744,8.413012,-58.362698,7.9137645,-7.890261,8.475902,-38.887344,6.474051,-0.22427404,7.3997235,-13.553671,8.28849,4.729591,7.4503393,-12.891696,7.552258,24.85599294205619,18.11177583832549,15.674885290402052,15.129761341442263,18.182054964365054,17.70982781605848,60.90331346246955,Magpie Goose_filtered
Magpie_Goose_21_segment.wav,0.22320424910071943,0.012752829,3413.7672166757093,2910.7286961858817,7313.465848415018,0.058520515,-316.99576,31.420052,28.51633,23.141775,-54.215446,27.477032,-45.8851,15.998798,-43.481796,11.150741,-41.422176,11.848247,-33.931713,10.224442,-33.755955,10.977077,-29.45064,8.202003,-16.600199,8.575469,-17.069532,8.082234,-4.5454216,6.5775633,-13.13303,6.7464237,26.302335028508196,16.414800549583994,14.102789785868126,15.511310835026398,17.06013330508209,16.382551335152222,53.27035716751539,Magpie Goose_filtered
Magpie_Goose_22_segment.wav,0.2839315817140371,0.006478026,3731.0677789962924,2452.1320158059107,6721.831666455191,0.104673676,-384.89084,34.488827,-8.26652,10.409178,-86.71219,18.332544,-36.130054,8.401999,-50.53258,8.04264,-12.90581,6.7804875,-29.59648,4.9481177,1.5166029,5.167018,-17.999424,6.087685,6.2291865,4.6646314,-2.4771452,5.49765,9.34953,4.9323993,0.5769217,4.29817,26.58466077161846,24.577486885736214,15.427717706370562,13.453064295995587,14.22148772844082,14.202387965486631,55.39368125561906,Magpie Goose_filtered
Magpie_Goose_23_segment.wav,0.16345382063356165,0.0022627367,2426.9531145990936,1853.5233147087583,4101.95720515839,0.016005637,-505.38315,24.284914,51.9561,11.662414,-104.57836,13.16913,-29.85978,10.842269,-62.39621,8.223512,-32.513054,7.899886,-37.408577,8.551294,-9.168029,7.037489,-22.952572,7.467246,-0.10484709,8.528052,-8.033492,6.3270555,5.800776,6.6034684,-6.126608,5.3556685,25.66818961948797,16.9507612167322,14.735302217809792,15.387686766502425,17.726413555794515,19.04164158856829,54.65148804243949,Magpie Goose_filtered
Magpie_Goose_24_segment.wav,0.11730787489149305,0.0020243966,2009.9263825858434,1747.4738778103517,3605.3909301757812,0.008980794,-498.8309,18.423021,80.25253,10.066227,-103.963135,9.563245,-34.621113,8.514384,-76.28991,7.9829044,-35.2697,5.38601,-49.359165,6.4400225,-17.133217,5.138528,-31.151917,4.880099,-6.8664885,4.9194593,-17.812538,5.738198,3.789421,5.323825,-10.275041,4.6930375,25.599071827787203,17.579581055213275,13.49650073302006,14.906833500607775,15.360439445121058,18.03358264827459,55.224110140881436,Magpie Goose_filtered
Magpie_Goose_25_segment.wav,0.15235168032192575,0.0363167,2528.3769705104537,2203.260600040867,4768.355466484194,0.017500935,-251.66457,31.688189,40.06898,13.443298,-89.16993,14.323047,-45.383648,9.358462,-68.881325,8.916307,-48.79412,9.15249,-51.7443,9.688936,-15.766778,7.462633,-20.772223,7.3921022,-2.9921923,9.55477,-13.861089,6.8749747,4.945361,7.5975685,-3.3037694,6.545324,23.897657827417827,18.99880518935342,17.510924924514278,17.471415782494034,18.013372211650008,19.104680042719068,54.3072691544452,Magpie Goose_filtered
